xltime,trade-price,trade-volume,bid-price,bid-volume,ask-price,ask-volume
2017-01-03 12:21:15.547000-05:00,225.28,125.0,225.25,20,225.28,57
2017-01-03 12:21:54.877000-05:00,225.26,15000.0,225.25333333333333,52,225.27166666666668,443
2017-01-03 12:21:54.945000-05:00,225.23666666666668,701.0,225.22,21,225.26,16
2017-01-03 12:22:02.025000-05:00,225.23,15.0,225.23,20,225.25,19
2017-01-03 12:22:04.856000-05:00,225.23,400.0,225.23,20,225.25,19
2017-01-03 12:22:15.525000-05:00,225.22,100.0,225.22,7,225.23,19
2017-01-03 12:22:22.935000-05:00,225.2225,33333.0,225.21,40,225.2275,69
2017-01-03 12:22:26.844000-05:00,225.21,1001.0,225.19,40,225.23,19
2017-01-03 12:22:35.154000-05:00,225.19,2999.0,225.19,10,225.23,19
2017-01-03 12:23:08.025000-05:00,225.21,100.0,225.20499999999998,209,225.235,29
2017-01-03 12:23:08.695000-05:00,225.21,100.0,225.2025,330,225.2475,85
2017-01-03 12:23:09.944000-05:00,225.21,100.0,225.2025,330,225.2475,85
2017-01-03 12:23:36.414000-05:00,225.21,100.0,225.21,14,225.26,28
2017-01-03 12:23:52.764000-05:00,225.23,300.0,225.22333333333333,613,225.25333333333333,118
2017-01-03 12:23:58.943000-05:00,225.24,2.0,225.22500000000002,163,225.29,80
2017-01-03 12:24:44.773000-05:00,225.23,300.0,225.23,37,225.28,19
2017-01-03 12:25:14.512000-05:00,225.26,900.0,225.245,148,225.26999999999998,28
2017-01-03 12:25:40.781000-05:00,225.25,585.0,225.21,28,225.25,59
2017-01-03 12:25:50.710000-05:00,225.23,7000.0,225.22,94,225.245,30
2017-01-03 12:26:36.180000-05:00,225.215,500.0,225.21,29,225.26,28
2017-01-03 12:26:51.749000-05:00,225.23,600.0,225.22142857142856,657,225.24714285714285,108
2017-01-03 12:27:11.288000-05:00,225.24,601.0,225.24,396,225.28,9
2017-01-03 12:28:44.316000-05:00,225.25,500.0,225.21,79,225.25,395
2017-01-03 12:29:04.845000-05:00,225.23,39500.0,225.21333333333334,545,225.24333333333334,810
2017-01-03 12:30:37.912000-05:00,225.215,100.0,225.21,8,225.23,19
2017-01-03 12:31:13.170000-05:00,225.21,803.0,225.19,10,225.22,72
2017-01-03 12:31:23.111000-05:00,225.21,300.0,225.19,10,225.21,16
2017-01-03 12:31:39.330000-05:00,225.21,1000.0,225.19,10,225.21,6
2017-01-03 12:32:19.109000-05:00,225.18999999999997,1003.0,225.18,17,225.19,29
2017-01-03 12:32:22.250000-05:00,225.18,200.0,225.18,31,225.19,58
2017-01-03 12:32:40.947000-05:00,225.2,2988.0,225.19,120,225.22,3
2017-01-03 12:33:19.128000-05:00,225.21,1.0,225.195,274,225.22,6
2017-01-03 12:33:26.015000-05:00,225.22666666666666,401.0,225.21333333333334,370,225.23333333333335,34
2017-01-03 12:33:41.896000-05:00,225.24,199.0,225.21,110,225.24,8
2017-01-03 12:34:34.423000-05:00,225.21,1.0,225.18,418,225.22285714285712,498
2017-01-03 12:35:13.454000-05:00,225.2,200.0,225.18,124,225.24,74
2017-01-03 12:35:56.531000-05:00,225.19,2.0,225.18,14,225.19,39
2017-01-03 12:35:56.623000-05:00,225.19,900.0,225.18,14,225.19,1
2017-01-03 12:36:24.972000-05:00,225.18,1400.0,225.14,15,225.18,5
2017-01-03 12:36:47.561000-05:00,225.16,2.0,225.15,25,225.17,555
2017-01-03 12:37:13.440000-05:00,225.15,300.0,225.15,2,225.18,5
2017-01-03 12:37:21.330000-05:00,225.18,500.0,225.15,2,225.18,5
2017-01-03 12:37:23.040000-05:00,225.18,200.0,225.15,2,225.18,5
2017-01-03 12:37:25.218000-05:00,225.17999999999998,7901.0,225.16,220,225.195,45
2017-01-03 12:37:25.649000-05:00,225.185,301.0,225.16,220,225.195,43
2017-01-03 12:38:14.308000-05:00,225.17,500.0,225.17,35,225.21,19
2017-01-03 12:38:14.697000-05:00,225.17,300.0,225.17,32,225.21,19
2017-01-03 12:40:24.914000-05:00,225.15,500.0,225.14,40,225.15,2
2017-01-03 12:41:24.442000-05:00,225.13,4001.0,225.12,12,225.14,28
2017-01-03 12:41:30.852000-05:00,225.12,999.0,225.12,2,225.14,28
2017-01-03 12:41:34.941000-05:00,225.12,100.0,225.12,1,225.14,28
2017-01-03 12:41:46.122000-05:00,225.12,100.0,225.1,15,225.14,26
2017-01-03 12:42:18.041000-05:00,225.10500000000002,100.0,225.1,14,225.14,26
2017-01-03 12:45:21.774000-05:00,225.14818181818183,803.0,225.12000000000003,385,225.15,7
2017-01-03 12:45:21.783000-05:00,225.15,349.0,225.15,1,225.16,1
2017-01-03 12:45:21.975000-05:00,225.15,100.0,225.15,1,225.16,1
2017-01-03 12:45:47.493000-05:00,225.15,22748.0,225.13,62,225.15833333333333,324
2017-01-03 12:48:22.639000-05:00,225.14,500.0,225.12,94,225.14,15
2017-01-03 12:48:28.539000-05:00,225.14,700.0,225.13,54,225.16,2
2017-01-03 12:49:07.308000-05:00,225.13,100.0,225.13,6,225.16,1
2017-01-03 12:50:14.286000-05:00,225.13,500.0,225.13,1,225.16,1
2017-01-03 12:51:31.864000-05:00,225.156,402.0,225.14,120,225.17333333333332,74
2017-01-03 12:51:31.874000-05:00,225.16,20.0,225.14,40,225.19,19
2017-01-03 12:51:36.664000-05:00,225.18999999999997,100.0,225.13,330,225.19999999999996,103
2017-01-03 12:53:15.551000-05:00,225.15,1500.0,225.13,95,225.2,69
2017-01-03 12:53:53.281000-05:00,225.12,853.0,225.11,1,225.15,39
2017-01-03 12:54:38.061000-05:00,225.15,300.0,225.12,38,225.165,73
2017-01-03 12:54:50.217000-05:00,225.15,300.0,225.12,16,225.15,94
2017-01-03 12:55:06.640000-05:00,225.11666666666667,102.0,225.11,2,225.15,158
2017-01-03 12:55:06.780000-05:00,225.11,100.0,225.08,122,225.15,79
2017-01-03 12:55:31.899000-05:00,225.13,22222.0,225.1275,175,225.17,24
2017-01-03 12:55:33.269000-05:00,225.11,200.0,225.11,68,225.17,61
2017-01-03 12:58:11.228000-05:00,225.16,1.0,225.156,512,225.17,5
2017-01-03 12:58:11.239000-05:00,225.17,100.0,225.17,149,225.18,1
2017-01-03 12:58:40.444000-05:00,225.17,100.0,225.16,70,225.18,1
2017-01-03 12:58:42.338000-05:00,225.18,101.0,225.175,400,225.185,22
2017-01-03 12:58:52.104000-05:00,225.17,1000.0,225.17,10,225.19,4
2017-01-03 12:59:01.693000-05:00,225.18999999999997,101.0,225.17,10,225.21,1
2017-01-03 12:59:27.382000-05:00,225.18,100.0,225.17,10,225.21,1
2017-01-03 12:59:58.181000-05:00,225.16636363636363,31200.0,225.14333333333332,437,225.19000000000003,78
2017-01-03 12:59:58.185000-05:00,225.15,202.0,225.15666666666667,262,225.21,3
2017-01-03 12:59:58.201000-05:00,225.16,2000.0,225.16,80,225.21,2
2017-01-03 13:00:00.051000-05:00,225.16,50.0,225.16,49,225.21,41
2017-01-03 13:00:00.735000-05:00,225.19333333333336,4.0,225.16,49,225.21,40
2017-01-03 13:00:14.881000-05:00,225.16,2000.0,225.16,99,225.21,80
2017-01-03 13:00:17.941000-05:00,225.16,79.0,225.16,137,225.21,80
2017-01-03 13:00:24.791000-05:00,225.16,100.0,225.16,67,225.21,41
